#lat,long,speed,altitude,time
23.574282036090644,87.29904615635806,0.0,14.140851508801685,06:16:23,BusStop_18+
23.574282036090644,87.29904615635806,0.0,14.154604633388013,06:16:24,BusStop_18+
23.574282036090644,87.29904615635806,0.0,14.175278476213412,06:16:25,BusStop_18+
23.574282036090644,87.29904615635806,0.0,14.189673415250883,06:16:26,BusStop_18+
23.574282036090644,87.29904615635806,0.0,14.206660301005497,06:16:27,BusStop_18+
23.574185073326895,87.29914811664663,0.0,14.236592765393445,06:16:28,BusStop_18+
23.574185073326895,87.29914811664663,0.0,14.264098318941048,06:16:29,BusStop_18+
23.574185073326895,87.29914811664663,0.0,14.294420390216834,06:16:30,BusStop_18+
23.574185073326895,87.29914811664663,0.0,14.328963014013578,06:16:31,BusStop_18+
23.574185073326895,87.29914811664663,0.0,14.36637432424009,06:16:32,BusStop_18+
23.574185073326895,87.29914811664663,0.0,14.417088125560394,06:16:33,BusStop_18+
23.574185073326895,87.29914811664663,0.0,14.473519819537291,06:16:34,BusStop_18+
23.574185073326895,87.29914811664663,0.0,14.52765706983069,06:16:35,BusStop_18+
23.574185073326895,87.29914811664663,0.0,14.575339563641805,06:16:36,BusStop_18+
23.574185073326895,87.29914811664663,0.0,14.6337186273618,06:16:38,BusStop_18+
23.574185073326895,87.29914811664663,0.0,14.678030777298478,06:16:39,BusStop_18+
23.574185073326895,87.29914811664663,0.0,14.729050132636578,06:16:40,BusStop_18+
23.574185073326895,87.29914811664663,0.0,14.795589733257774,06:16:41,BusStop_18+
23.574185073326895,87.29914811664663,0.0,14.859020453665481,06:16:42,BusStop_18+
23.574185073326895,87.29914811664663,0.0,14.920357047172047,06:16:43,BusStop_18+
23.574185073326895,87.29914811664663,0.0,14.975360585554386,06:16:44,BusStop_18+
23.574185073326895,87.29914811664663,0.0,15.028102515729975,06:16:45,BusStop_18+
23.574185073326895,87.29914811664663,0.0,15.083627120558614,06:16:46,BusStop_18+
23.574185073326895,87.29914811664663,0.0,15.14205450558527,06:16:47,BusStop_18+
23.574185073326895,87.29914811664663,0.0,15.201495385943238,06:16:48,BusStop_18+
23.574185073326895,87.29914811664663,0.0,15.264533841866427,06:16:49
23.574185073326895,87.29914811664663,0.0,15.32452550111058,06:16:50
23.574185073326895,87.29914811664663,0.0,15.392306992327486,06:16:51
23.573914747415202,87.30229215381863,0.0,28.070220335927562,06:17:49,BusStop_19+
23.573914747415202,87.30229215381863,0.0,28.07535492983998,06:17:50,BusStop_19+
